"option_id","option_name","option_value","autoload"
"414","elementor_remote_info_feed_data","a:3:{i:0;a:5:{s:5:""title"";s:86:""New in Elementor 3.17 - Enhance Visitor Experience With AJAX, Faster Websites and More"";s:7:""excerpt"";s:173:""Elementor 3.17 introduces AJAX Loading for Loop Grids, improves image loading speed, adds the ability to access past prompts and content generated by Elementor AI, and more."";s:7:""created"";i:1698835967;s:5:""badge"";s:3:""NEW"";s:3:""url"";s:150:""https://elementor.com/blog/elementor-317-loop-grid-ajax-loading-rating-widget/?utm_source=wp-overview-widget&utm_medium=wp-dash&utm_campaign=news-feed"";}i:1;a:5:{s:5:""title"";s:73:""Elementor 3.16 - Faster Performance, Flexible Design, and more Accessible"";s:7:""excerpt"";s:210:""Elementor 3.16 activates Flexbox Containers by default for new websites, improves site loading speed with performance enhancements, increases accessibility for visitors who use assistive technologies, and more."";s:7:""created"";i:1695134049;s:5:""badge"";s:3:""NEW"";s:3:""url"";s:152:""https://elementor.com/blog/316-faster-performance-flexible-design-accessibility/?utm_source=wp-overview-widget&utm_medium=wp-dash&utm_campaign=news-feed"";}i:2;a:5:{s:5:""title"";s:82:""Elementor 3.15 is Here - Check out The Taxonomy Filter, Nested Accordion, and More"";s:7:""excerpt"";s:241:""This release includes the first phase of the much-awaited Taxonomy Filter, the new and improved Accordion widget with nested items, enhanced styling capabilities for Carousel widgets, fun new Elementor AI Image tools, and the new Apps Page. "";s:7:""created"";i:1691513693;s:5:""badge"";s:3:""NEW"";s:3:""url"";s:157:""https://elementor.com/blog/introducing-315-taxonomy-filter-nested-accordion-and-more/?utm_source=wp-overview-widget&utm_medium=wp-dash&utm_campaign=news-feed"";}}","no"
"426","tinvwl_db_ver","2.7.4","yes"
"427","tinvwl-general","a:19:{s:13:""default_title"";s:16:""Default wishlist"";s:13:""page_wishlist"";s:0:"""";s:13:""require_login"";b:0;s:22:""redirect_require_login"";b:0;s:19:""my_account_endpoint"";b:0;s:24:""my_account_endpoint_slug"";s:8:""wishlist"";s:17:""link_in_myaccount"";b:1;s:21:""processing_autoremove"";b:1;s:28:""processing_autoremove_anyone"";b:0;s:28:""processing_redirect_checkout"";b:0;s:11:""simple_flow"";b:0;s:13:""product_stats"";b:0;s:14:""guests_timeout"";i:30;s:11:""show_notice"";b:1;s:11:""text_browse"";s:13:""View Wishlist"";s:8:""redirect"";b:1;s:13:""text_added_to"";s:40:""{product_name} added to {wishlist_title}"";s:15:""text_already_in"";s:42:""{product_name} already in {wishlist_title}"";s:17:""text_removed_from"";s:29:""Product removed from Wishlist"";}","yes"
"428","tinvwl-permalinks","a:1:{s:5:""force"";b:0;}","yes"
"429","tinvwl-rename","a:3:{s:6:""rename"";b:0;s:13:""rename_single"";s:0:"""";s:13:""rename_plural"";s:0:"""";}","yes"
"430","tinvwl-page","a:1:{s:8:""wishlist"";s:0:"""";}","yes"
"431","tinvwl-processing","a:4:{s:10:""autoremove"";b:1;s:17:""autoremove_status"";s:14:""tinvwl-addcart"";s:17:""redirect_checkout"";b:0;s:17:""autoremove_anyone"";b:0;}","yes"
"432","tinvwl-add_to_wishlist","a:12:{s:8:""position"";s:5:""after"";s:5:""class"";s:0:"""";s:4:""icon"";s:5:""heart"";s:11:""icon_upload"";s:0:"""";s:17:""icon_upload_added"";s:0:"""";s:10:""icon_style"";s:0:"""";s:14:""show_preloader"";b:0;s:9:""show_text"";b:1;s:4:""text"";s:15:""Add to Wishlist"";s:10:""already_on"";b:0;s:15:""text_already_on"";s:19:""Already In Wishlist"";s:11:""text_remove"";s:20:""Remove from Wishlist"";}","yes"
"433","tinvwl-add_to_wishlist_catalog","a:13:{s:12:""show_in_loop"";b:1;s:8:""position"";s:5:""after"";s:5:""class"";s:0:"""";s:4:""icon"";s:5:""heart"";s:11:""icon_upload"";s:0:"""";s:17:""icon_upload_added"";s:0:"""";s:10:""icon_style"";s:0:"""";s:14:""show_preloader"";b:0;s:9:""show_text"";b:1;s:4:""text"";s:15:""Add to Wishlist"";s:10:""already_on"";b:0;s:15:""text_already_on"";s:19:""Already In Wishlist"";s:11:""text_remove"";s:20:""Remove from Wishlist"";}","yes"
"434","tinvwl-product_table","a:5:{s:11:""add_to_cart"";b:1;s:16:""text_add_to_cart"";s:11:""Add to Cart"";s:10:""colm_price"";b:1;s:10:""colm_stock"";b:1;s:9:""colm_date"";b:1;}","yes"
"435","tinvwl-table","a:8:{s:8:""per_page"";i:10;s:13:""colm_checkbox"";b:1;s:12:""colm_actions"";b:1;s:18:""add_select_to_cart"";b:1;s:23:""text_add_select_to_cart"";s:20:""Add Selected to Cart"";s:15:""add_all_to_cart"";b:1;s:20:""text_add_all_to_cart"";s:15:""Add All to Cart"";s:10:""hide_popup"";b:0;}","yes"
"436","tinvwl-social","a:9:{s:6:""social"";s:0:"""";s:8:""facebook"";b:1;s:7:""twitter"";b:1;s:9:""pinterest"";b:1;s:8:""whatsapp"";b:1;s:9:""clipboard"";b:1;s:5:""email"";b:1;s:8:""share_on"";s:8:""Share on"";s:10:""icon_style"";s:0:"""";}","yes"
"437","tinvwl-topline","a:9:{s:4:""icon"";s:5:""heart"";s:11:""icon_upload"";s:0:"""";s:10:""icon_style"";s:0:"""";s:9:""show_text"";b:1;s:4:""text"";s:11:""Wishlist - "";s:4:""menu"";s:0:"""";s:10:""menu_order"";i:100;s:12:""show_counter"";b:1;s:17:""hide_zero_counter"";b:0;}","yes"
"438","tinvwl-chat","a:1:{s:7:""enabled"";b:0;}","yes"
"439","tinvwl-integrations","a:0:{}","yes"
"440","tinvwl-style","a:1:{s:11:""customstyle"";b:1;}","yes"
"441","tinvwl-style_options","a:75:{s:32:""bda8150264b84aeff0ca47779ebacc00"";s:7:""#000000"";s:32:""2d1414f360ef96f3bdd718878b838843"";s:4:""40px"";s:32:""0f617e666d70702b660f4a733af1cd5c"";s:7:""#1a1a1a"";s:32:""4578aeedef5c22d62ff52c33f9bba6cd"";s:0:"""";s:32:""6fa639cb245131cd45e0abb36abd86ce"";s:7:""#007acc"";s:32:""2343474f1380ef4be1905ba43b880647"";s:7:""#686868"";s:32:""0b340af13bdf4cbdb056adc5f79b3373"";s:9:""underline"";s:32:""3fc21953166f508ee2aeeecd7aee0bd8"";s:7:""inherit"";s:32:""7a33c22c4c2a5c21e7c3a914f4eeb2c1"";s:0:"""";s:32:""24179cd549f6e251373383906299b096"";s:0:"""";s:32:""5e58bbdd0e885ca2b71116cea057e414"";s:0:"""";s:32:""c9b30b5c3e54618a46760805932ab8bf"";s:0:"""";s:32:""6a1003e57ef5796dfcaf02fa4b8ac499"";s:0:"""";s:32:""f7baf52c4518d3a4dfa63810320b45e2"";s:4:""12px"";s:32:""7139fa8307c4a65b7591e6dde6ae937f"";s:7:""#ebe9eb"";s:32:""cb88e51ff78f5d530ccf0bb719ec9c76"";s:7:""#dad8da"";s:32:""da0b548056da720976cf4f7f3cb5018c"";s:7:""#515151"";s:32:""c986c70cad5bc5f474abffea5b94ff7e"";s:7:""#686868"";s:32:""9e727dca77dd5482f23de230a3d5046f"";s:7:""#007acc"";s:32:""2ceebaa93d8a5c371551274780ddc300"";s:7:""#686868"";s:32:""dd67d3c367e9535414de00f3cc31a27c"";s:7:""inherit"";s:32:""478dbaf4932fbddfb0635a2524c109f8"";s:4:""16px"";s:32:""5a5c778b20bb2a740c14d622e1778927"";s:4:""16px"";s:32:""68940071b9fb40e3f336b7886b6f1d1b"";s:3:""3px"";s:32:""d5d75eab7561efa79cb1fefccd01f8a4"";s:7:""#ebe9eb"";s:32:""73a7a9d026401b62bf1cfe5d2a833b7e"";s:7:""#dad8da"";s:32:""939c7f00b7b90a16f80fd6312a4a0e0d"";s:7:""#515151"";s:32:""fa4f419f1114d3867a9630275364d086"";s:7:""#515151"";s:32:""2b1fbec4726635eb00e802d02f6e2e7d"";s:7:""#007acc"";s:32:""048f149cf361ad9d0e085d4af382752b"";s:7:""#686868"";s:32:""321da9c8bc66c286a29c544fc14e3f9e"";s:0:"""";s:32:""01f066844ed4e57f9ee7b8b03b2f18a7"";s:4:""16px"";s:32:""f3e46faa2e790800a881e6893cf2171e"";s:4:""16px"";s:32:""8d6c42fb581f8511d2affa83aa9ef81f"";s:3:""3px"";s:32:""27471cca2b825cfe2c307f7deb5c0f8b"";s:7:""#ebe9eb"";s:32:""1be5052ff24892ae6eecd8ee532be013"";s:7:""#dad8da"";s:32:""dcbaebb7da7109f1c0adc717b6971cd7"";s:7:""#515151"";s:32:""38acbc6d0ea4887e80a909b8078335a2"";s:7:""#515151"";s:32:""21a1f368854745ed15acea4fee3fd90a"";s:7:""inherit"";s:32:""a76bde0573bc009de0ff353bbac66def"";s:4:""14px"";s:32:""a095a25b82f1c317456ed3d5bf7bd721"";s:3:""3px"";s:32:""e8453b34b3ad8e5c51a4b1a8c83da979"";s:7:""#a46497"";s:32:""864bd3ccc745240992706b97c1599d1e"";s:7:""#935386"";s:32:""40bbed4ee296fd5fef264a1cc77670bf"";s:7:""#ffffff"";s:32:""831efa14fec3cf383879f988d32c5a15"";s:7:""#ffffff"";s:32:""fda80ea49f05a78edb5076e814f69292"";s:7:""inherit"";s:32:""3d4036f21baef6625cc3a323ee6e1e66"";s:4:""14px"";s:32:""672007341cff762ddf0d2281bdc0c299"";s:3:""3px"";s:32:""e4d5d4ef67c7ca30722286d58b2650f6"";s:7:""#ffffff"";s:32:""0b792e66d13026e6a122323222804c15"";s:7:""#d1d1d1"";s:32:""608484016590a0721da236a1885f9ade"";s:7:""#ffffff"";s:32:""69ae1bd0ebe53785d2b0e348b27b37dc"";s:7:""#1a1a1a"";s:32:""ecec585e20f406fc1ff002adfcbe9a9c"";s:7:""inherit"";s:32:""17742a42a30f7be0736d1e79908bc616"";s:4:""14px"";s:32:""aaf74cc43a3736ed621e17f1d7337965"";s:7:""#686868"";s:32:""e1b605ab84ede698ee5b65bdc097c550"";s:7:""inherit"";s:32:""59a1d057b2b45324f63ce597f36946e2"";s:4:""14px"";s:32:""921f8d28a66e0dbff0d74713a842c219"";s:7:""#202020"";s:32:""a2dabc4fdcada89b2e391e2edd7268a5"";s:7:""inherit"";s:32:""115256bbd72f9182797db3f54dce8f8b"";s:4:""16px"";s:32:""d1241272421242eb22011f3518a76da3"";s:7:""#ffffff"";s:32:""711de9e4983ba0e64439cec8d257fec0"";s:7:""#007acc"";s:32:""2c83e1eeed3250bf738550e6d52f2203"";s:7:""#ebe9eb"";s:32:""6eac9d09c71c87fd720963bcfc4ff973"";s:7:""#dad8da"";s:32:""3c6b408b1f5e325ef9b98202c693a4ec"";s:7:""#000000"";s:32:""f2a3a843e98eb989d8c9355f149b2b5e"";s:7:""#686868"";s:32:""8000e1c3ff927792052adcbaf10a57b6"";s:4:""20px"";s:32:""25ad1cb265d6a6f1798c03ea5e2380cc"";s:7:""#ffffff"";s:32:""e20fe57c88d077539db0740fbc54d95e"";s:7:""#1a1a1a"";s:32:""f74bce5a7e9a892248f5a1459acb2318"";s:0:"""";s:32:""70d5eda2690ddb4aaed81ee52db962fb"";s:4:""16px"";s:32:""89c5f801f41e34d0d01bf1c592f4642a"";s:7:""#ebe9eb"";s:32:""8256242f5a6cd2296de8ab945a060a2b"";s:7:""#dad8da"";s:32:""9da70190e482bf08f104dcb8280efabb"";s:7:""#515151"";s:32:""d7348c4c1bb37670a9d9a0202d2f056d"";s:7:""#515151"";}","yes"
"442","tinvwl-style_plain","a:2:{s:5:""allow"";b:0;s:3:""css"";s:0:"""";}","yes"
"443","tinvwl_ver","2.7.4","yes"
"444","tinvwl_activation_date","1698985043","yes"
"445","widget_widget_top_wishlist","a:1:{s:12:""_multiwidget"";i:1;}","yes"
"446","_transient__tinvwl_update_wishlists_data","1","yes"
"447","tinvwl_wizard","1","yes"
"449","wcvs_current_version","2.2.0","yes"
"453","_transient_product_query-transient-version","1699054702","yes"
"454","_transient_wc_attribute_taxonomies","a:1:{i:0;O:8:""stdClass"":6:{s:12:""attribute_id"";s:1:""1"";s:14:""attribute_name"";s:5:""color"";s:15:""attribute_label"";s:5:""color"";s:14:""attribute_type"";s:6:""select"";s:17:""attribute_orderby"";s:10:""menu_order"";s:16:""attribute_public"";s:1:""0"";}}","yes"
"455","action_scheduler_migration_status","complete","yes"
"461","wp_calendar_block_has_published_posts","1","yes"
"462","category_children","a:0:{}","yes"
"463","elementor_library_category_children","a:0:{}","yes"
"464","product_cat_children","a:0:{}","yes"
"467","_transient_product-transient-version","1699054211","yes"
"469","woocommerce_demo_store_notice",,"yes"
"470","woocommerce_shop_page_display",,"yes"
"471","woocommerce_category_archive_display",,"yes"
"472","woocommerce_default_catalog_orderby","menu_order","yes"
"473","woocommerce_thumbnail_cropping","1:1","yes"
"474","woocommerce_thumbnail_cropping_custom_width","4","yes"
"475","woocommerce_thumbnail_cropping_custom_height","3","yes"
"476","woocommerce_checkout_company_field","optional","yes"
"477","woocommerce_checkout_address_2_field","optional","yes"
"478","woocommerce_checkout_phone_field","required","yes"
"479","woocommerce_checkout_terms_and_conditions_checkbox_text","I have read and agree to the website [terms]","yes"
